system_name,exec_time,timestamp,timestamp_dt
5kv8__1__1.B__1.S,170.83,"2025-06-15 03:55:28,477",2025-06-15 03:55:28.477
8ttj__4__1.D__1.CA,203.4,"2025-06-15 03:58:51,873",2025-06-15 03:58:51.873
6pia__1__1.A_1.B__1.J_1.L_1.Q,136.8,"2025-06-15 04:01:08,674",2025-06-15 04:01:08.674
5d4v__2__1.B__1.I_1.L,93.55,"2025-06-15 04:02:42,225",2025-06-15 04:02:42.225
7s2r__1__1.A__1.C,59.11,"2025-06-15 04:03:41,340",2025-06-15 04:03:41.340
3lv5__1__1.A_1.B__1.C,95.98,"2025-06-15 04:05:17,319",2025-06-15 04:05:17.319
8gm5__1__1.A__1.D,3.01,"2025-06-15 04:05:20,326",2025-06-15 04:05:20.326
1itc__1__1.A__1.D,176.84,"2025-06-15 04:08:17,170",2025-06-15 04:08:17.170
5ezv__1__1.E__1.K_1.L,144.04,"2025-06-15 04:10:41,212",2025-06-15 04:10:41.212
1l4u__1__1.A__1.C_1.J,57.4,"2025-06-15 04:11:38,609",2025-06-15 04:11:38.609
4ffo__1__1.A__1.B_1.C_1.D_1.E,74.79,"2025-06-15 04:12:53,404",2025-06-15 04:12:53.404
3l4x__1__1.A__1.C,429.68,"2025-06-15 04:20:03,083",2025-06-15 04:20:03.083
3tny__1__1.A__1.B,2.99,"2025-06-15 04:20:06,071",2025-06-15 04:20:06.071
7rtc__2__1.B__1.E,72.56,"2025-06-15 04:21:18,627",2025-06-15 04:21:18.627
3thd__2__1.B__1.P,122.43,"2025-06-15 04:23:21,055",2025-06-15 04:23:21.055
8b1h__1__1.A__1.C,95.7,"2025-06-15 04:24:56,750",2025-06-15 04:24:56.750
5u8z__1__1.D__1.O_1.P,102.34,"2025-06-15 04:26:39,089",2025-06-15 04:26:39.089
6yh0__1__1.A__1.D,2.98,"2025-06-15 04:26:42,072",2025-06-15 04:26:42.072
1tfw__2__1.J__1.M_1.N,91.8,"2025-06-15 04:28:13,872",2025-06-15 04:28:13.872
3inb__1__1.A__1.F,165.26,"2025-06-15 04:30:59,132",2025-06-15 04:30:59.132
3plf__2__1.D__1.C,72.16,"2025-06-15 04:32:11,296",2025-06-15 04:32:11.296
1g4t__2__1.B__1.F_1.G_1.H,117.54,"2025-06-15 04:34:08,836",2025-06-15 04:34:08.836
7kcy__1__1.A__1.B,140.51,"2025-06-15 04:36:29,341",2025-06-15 04:36:29.341
5buh__1__1.A__1.B,54.13,"2025-06-15 04:37:23,474",2025-06-15 04:37:23.474
2r1r__1__1.A__1.G,174.48,"2025-06-15 04:40:17,951",2025-06-15 04:40:17.951
7vtf__1__1.A_1.B__1.F,70.99,"2025-06-15 04:41:28,945",2025-06-15 04:41:28.945
7rbw__2__1.B__1.D,168.35,"2025-06-15 04:44:17,300",2025-06-15 04:44:17.300
7f4c__1__1.A__1.C_1.D,122.97,"2025-06-15 04:46:20,271",2025-06-15 04:46:20.271
4mmd__1__1.A__1.D_1.E,104.34,"2025-06-15 04:48:04,606",2025-06-15 04:48:04.606
7ere__1__1.A_1.B__1.G_1.I,70.84,"2025-06-15 04:49:15,447",2025-06-15 04:49:15.447
2qvh__1__1.B__1.E_1.F,75.33,"2025-06-15 04:50:30,776",2025-06-15 04:50:30.776
5oef__2__1.B__1.K_1.L,3.28,"2025-06-15 04:50:34,054",2025-06-15 04:50:34.054
1qk0__1__1.A__1.E,77.85,"2025-06-15 04:51:51,907",2025-06-15 04:51:51.907
3wgx__1__1.A__1.C,53.12,"2025-06-15 04:52:45,026",2025-06-15 04:52:45.026
4gc4__1__1.A_1.B__1.D,95.73,"2025-06-15 04:54:20,758",2025-06-15 04:54:20.758
2hxd__1__1.A_3.A__1.B_1.C,118.45,"2025-06-15 04:56:19,210",2025-06-15 04:56:19.210
1v4s__1__1.A__1.D,95.27,"2025-06-15 04:57:54,480",2025-06-15 04:57:54.480
8iw3__1__1.A_1.B__1.F,78.33,"2025-06-15 04:59:12,814",2025-06-15 04:59:12.814
3vlw__1__1.A__1.C_1.I,224.66,"2025-06-15 05:02:57,472",2025-06-15 05:02:57.472
3w81__2__1.B__1.G,265.54,"2025-06-15 05:07:23,015",2025-06-15 05:07:23.015
3ayf__1__1.A__1.B_1.C_1.E,3.34,"2025-06-15 05:07:26,356",2025-06-15 05:07:26.356
6i5p__4__1.G__1.H,55.88,"2025-06-15 05:08:22,237",2025-06-15 05:08:22.237
3qcp__1__1.A__1.B,218.36,"2025-06-15 05:12:00,602",2025-06-15 05:12:00.602
3vws__1__1.A__1.D_1.E,231.59,"2025-06-15 05:15:52,196",2025-06-15 05:15:52.196
5la7__1__1.A__1.D,98.21,"2025-06-15 05:17:30,405",2025-06-15 05:17:30.405
2vzq__1__1.A__1.C_1.F,82.13,"2025-06-15 05:18:52,540",2025-06-15 05:18:52.540
3wsy__1__1.A__1.F,130.38,"2025-06-15 05:21:02,917",2025-06-15 05:21:02.917
3lu8__1__1.A__1.C,111.42,"2025-06-15 05:22:54,333",2025-06-15 05:22:54.333
7plr__3__1.C__1.O_1.P_1.Q_1.R,56.91,"2025-06-15 05:23:51,245",2025-06-15 05:23:51.245
5ers__1__1.A_2.A__2.B_2.C,177.48,"2025-06-15 05:26:48,722",2025-06-15 05:26:48.722
4gip__1__1.A_1.B__1.G,76.06,"2025-06-15 05:28:04,785",2025-06-15 05:28:04.785
3r1r__1__1.A__1.G,168.94,"2025-06-15 05:30:53,721",2025-06-15 05:30:53.721
5cdo__1__1.A_1.C_1.D__1.W,106.05,"2025-06-15 05:32:39,769",2025-06-15 05:32:39.769
1ci0__1__1.A_1.B__1.D,139.9,"2025-06-15 05:34:59,665",2025-06-15 05:34:59.665
2q3j__1__1.A__1.C,138.64,"2025-06-15 05:37:18,302",2025-06-15 05:37:18.302
4x91__2__1.B__1.Q,80.42,"2025-06-15 05:38:38,718",2025-06-15 05:38:38.718
1ywq__1__1.A_2.A__2.B,61.05,"2025-06-15 05:39:39,772",2025-06-15 05:39:39.772
5ylt__1__1.A__1.C,108.32,"2025-06-15 05:41:28,091",2025-06-15 05:41:28.091
5c9m__3__1.C__1.K,2.92,"2025-06-15 05:41:31,009",2025-06-15 05:41:31.009
2v91__1__1.A__1.C,150.14,"2025-06-15 05:44:01,153",2025-06-15 05:44:01.153
5rm2__2__1.B__1.H_1.M_1.N,115.31,"2025-06-15 05:45:56,464",2025-06-15 05:45:56.464
7bhx__1__1.A_2.A__1.C_2.C,85.13,"2025-06-15 05:47:21,594",2025-06-15 05:47:21.594
3qf0__1__1.A_1.B__1.D,89.12,"2025-06-15 05:48:50,718",2025-06-15 05:48:50.718
4au0__1__1.A__1.F,136.76,"2025-06-15 05:51:07,481",2025-06-15 05:51:07.481
4cp5__1__1.A_1.B__1.G,101.87,"2025-06-15 05:52:49,353",2025-06-15 05:52:49.353
5m5e__1__1.A_1.B__1.F_1.K,58.29,"2025-06-15 05:53:47,647",2025-06-15 05:53:47.647
3n2v__1__1.A__1.B_1.G,56.76,"2025-06-15 05:54:44,404",2025-06-15 05:54:44.404
6z4o__1__1.A_1.B__1.D_1.H,55.54,"2025-06-15 05:55:39,945",2025-06-15 05:55:39.945
5d4u__1__1.C__1.P_1.S,101.59,"2025-06-15 05:57:21,539",2025-06-15 05:57:21.539
5i3q__1__1.A__1.D,113.03,"2025-06-15 05:59:14,565",2025-06-15 05:59:14.565
3ddb__1__1.A_1.B__1.B_1.C,57.01,"2025-06-15 06:00:11,577",2025-06-15 06:00:11.577
4a1o__1__1.A_1.B__1.E_1.I,199.25,"2025-06-15 06:03:30,823",2025-06-15 06:03:30.823
3w0u__1__1.A_1.B__1.C_1.F,59.43,"2025-06-15 06:04:30,254",2025-06-15 06:04:30.254
4l0p__1__1.B__1.C,52.3,"2025-06-15 06:05:22,556",2025-06-15 06:05:22.556
8b18__1__1.A__1.C,95.0,"2025-06-15 06:06:57,554",2025-06-15 06:06:57.554
4myw__2__1.C__1.F,128.81,"2025-06-15 06:09:06,361",2025-06-15 06:09:06.361
2c94__1__1.A_1.E__1.X,82.2,"2025-06-15 06:10:28,562",2025-06-15 06:10:28.562
1h7a__1__1.A_2.A__2.B_2.D,190.78,"2025-06-15 06:13:39,341",2025-06-15 06:13:39.341
3lv6__1__1.A_1.B__1.D,91.85,"2025-06-15 06:15:11,193",2025-06-15 06:15:11.193
2qts__1__1.A__1.J,136.45,"2025-06-15 06:17:27,641",2025-06-15 06:17:27.641
1nme__2__3.A_4.A_4.B__4.C_4.D,47.23,"2025-06-15 06:18:14,870",2025-06-15 06:18:14.870
5ui4__1__1.D_1.F__1.L,89.07,"2025-06-15 06:19:43,943",2025-06-15 06:19:43.943
4l59__1__1.A_2.A__2.B,72.06,"2025-06-15 06:20:56,001",2025-06-15 06:20:56.001
3gnc__1__1.A__1.F,224.53,"2025-06-15 06:24:40,532",2025-06-15 06:24:40.532
2yc5__1__1.A__1.B,128.55,"2025-06-15 06:26:49,084",2025-06-15 06:26:49.084
3vw9__1__1.A_1.B__1.E_1.F,58.88,"2025-06-15 06:27:47,962",2025-06-15 06:27:47.962
3k43__1__1.B__1.G,80.46,"2025-06-15 06:29:08,420",2025-06-15 06:29:08.420
6ms8__1__1.A__1.I,96.13,"2025-06-15 06:30:44,555",2025-06-15 06:30:44.555
5avw__1__1.B__1.D,68.94,"2025-06-15 06:31:53,499",2025-06-15 06:31:53.499
4bcd__1__1.A__1.B,166.22,"2025-06-15 06:34:39,715",2025-06-15 06:34:39.715
7a9z__2__1.B_2.A__2.C,53.76,"2025-06-15 06:35:33,473",2025-06-15 06:35:33.473
7cta__1__2.B__2.E_2.F,175.09,"2025-06-15 06:38:28,568",2025-06-15 06:38:28.568
6qpl__1__1.A__1.E_1.F,85.42,"2025-06-15 06:39:53,988",2025-06-15 06:39:53.988
1l2a__1__1.A__1.G,123.74,"2025-06-15 06:41:57,728",2025-06-15 06:41:57.728
4k2f__1__1.A_1.B__1.M,244.74,"2025-06-15 06:57:21,026",2025-06-15 06:57:21.026
5ohf__3__1.E_1.F__1.T_1.U,2.87,"2025-06-15 06:57:23,900",2025-06-15 06:57:23.900
4iu4__1__3.A__3.B_3.C_3.F,143.87,"2025-06-15 06:59:47,769",2025-06-15 06:59:47.769
4tlc__1__1.C_1.D__1.M_1.O,130.8,"2025-06-15 07:01:58,572",2025-06-15 07:01:58.572
3l9h__1__1.A__1.D,80.2,"2025-06-15 07:03:18,775",2025-06-15 07:03:18.775
4lrh__4__1.D__1.T,61.64,"2025-06-15 07:04:20,418",2025-06-15 07:04:20.418
5lx6__1__1.A__1.C,60.7,"2025-06-15 07:05:21,118",2025-06-15 07:05:21.118
3nqe__1__1.A_1.B__1.C,90.05,"2025-06-15 07:06:51,165",2025-06-15 07:06:51.165
2xjb__1__1.A__1.D_1.G,158.99,"2025-06-15 07:09:30,160",2025-06-15 07:09:30.160
3zds__1__1.A_1.B__1.M_1.N,89.47,"2025-06-15 07:10:59,629",2025-06-15 07:10:59.629
4pda__1__2.A_3.A__3.D,90.63,"2025-06-15 07:12:30,260",2025-06-15 07:12:30.260
5bzn__1__1.A__1.C,51.61,"2025-06-15 07:13:21,870",2025-06-15 07:13:21.870
3woq__1__1.B__1.D,171.37,"2025-06-15 07:16:13,238",2025-06-15 07:16:13.238
8e1v__1__1.A__1.C_1.D,145.42,"2025-06-15 07:18:38,662",2025-06-15 07:18:38.662
3cde__1__1.A__1.C,166.57,"2025-06-15 07:21:25,236",2025-06-15 07:21:25.236
8uuf__1__1.A__1.B,116.69,"2025-06-15 07:23:21,931",2025-06-15 07:23:21.931
5vwo__1__1.A_1.B__1.D,90.69,"2025-06-15 07:24:52,625",2025-06-15 07:24:52.625
7p3b__1__1.A__1.C_1.D_1.E,101.89,"2025-06-15 07:26:34,517",2025-06-15 07:26:34.517
1z70__1__1.A__1.B,2.99,"2025-06-15 07:26:37,509",2025-06-15 07:26:37.509
1m4i__1__1.A__1.D,60.03,"2025-06-15 07:27:37,535",2025-06-15 07:27:37.535
2xce__1__1.B_1.C__1.M_1.N,91.26,"2025-06-15 07:29:08,795",2025-06-15 07:29:08.795
1tcc__1__1.A__1.C,71.99,"2025-06-15 07:30:20,790",2025-06-15 07:30:20.790
5j42__1__1.A__1.C_1.D,160.55,"2025-06-15 07:33:01,345",2025-06-15 07:33:01.345
3p5z__1__1.A_1.B__1.C,99.63,"2025-06-15 07:34:40,978",2025-06-15 07:34:40.978
6oug__1__1.A_1.B_1.C_1.D__1.I,56.14,"2025-06-15 07:35:37,119",2025-06-15 07:35:37.119
2j07__1__1.A__1.C,173.48,"2025-06-15 07:38:30,596",2025-06-15 07:38:30.596
5iul__2__1.E__1.P_1.Q,147.58,"2025-06-15 07:40:58,172",2025-06-15 07:40:58.172
1lhv__1__2.A__2.D,404.01,"2025-06-15 07:47:42,185",2025-06-15 07:47:42.185
3b1d__1__1.A_1.B__1.G_1.K,86.84,"2025-06-15 07:49:09,026",2025-06-15 07:49:09.026
2z8g__2__1.B__1.W,220.16,"2025-06-15 07:52:49,187",2025-06-15 07:52:49.187
1los__1__1.A_1.B__1.E,97.21,"2025-06-15 07:54:26,393",2025-06-15 07:54:26.393
5bzj__1__1.A__1.D_1.E,52.59,"2025-06-15 07:55:18,980",2025-06-15 07:55:18.980
4p73__1__1.D__1.F,140.06,"2025-06-15 07:57:39,037",2025-06-15 07:57:39.037
4agt__1__1.A__1.J,68.15,"2025-06-15 07:58:47,183",2025-06-15 07:58:47.183
8b6m__1__1.A_1.B__1.E,53.3,"2025-06-15 07:59:40,481",2025-06-15 07:59:40.481
4ci9__1__2.A__2.B,161.38,"2025-06-15 08:02:21,857",2025-06-15 08:02:21.857
5ayc__1__2.A_3.A__2.B_2.C,83.39,"2025-06-15 08:03:45,250",2025-06-15 08:03:45.250
3s1e__1__1.A__1.B,218.98,"2025-06-15 08:07:24,230",2025-06-15 08:07:24.230
2bs2__1__1.C_1.E_1.F__1.V_1.W,2.88,"2025-06-15 08:07:27,115",2025-06-15 08:07:27.115
2zwa__2__1.B__1.H,240.75,"2025-06-15 08:11:27,862",2025-06-15 08:11:27.862
6lil__1__1.B__1.K,178.77,"2025-06-15 08:14:26,634",2025-06-15 08:14:26.634
8ez1__1__1.A_1.B__1.E,90.01,"2025-06-15 08:15:56,648",2025-06-15 08:15:56.648
2xcg__2__1.A_2.A__1.F,104.52,"2025-06-15 08:17:41,170",2025-06-15 08:17:41.170
4kxl__2__1.C_1.D__1.G,51.68,"2025-06-15 08:18:32,852",2025-06-15 08:18:32.852
7w2f__1__1.A__1.M,95.22,"2025-06-15 08:20:08,071",2025-06-15 08:20:08.071
4my6__2__1.B__1.F,50.29,"2025-06-15 08:20:58,361",2025-06-15 08:20:58.361
3lts__1__1.A_1.B__1.C,94.08,"2025-06-15 08:22:32,446",2025-06-15 08:22:32.446
7rgy__1__1.A__1.D,54.04,"2025-06-15 08:23:26,483",2025-06-15 08:23:26.483
3ogm__2__1.E_1.F__1.CA_1.DA_1.EA_1.FA,50.6,"2025-06-15 08:24:17,083",2025-06-15 08:24:17.083
2xpc__1__1.A__1.B_1.D,2.98,"2025-06-15 08:24:20,059",2025-06-15 08:24:20.059
5oo2__1__2.B__2.P,91.86,"2025-06-15 08:25:51,923",2025-06-15 08:25:51.923
5o3w__2__1.B__1.F,166.87,"2025-06-15 08:28:38,796",2025-06-15 08:28:38.796
7cpr__1__1.F_1.J__1.P,167.91,"2025-06-15 08:31:26,703",2025-06-15 08:31:26.703
4cdc__1__1.G_1.H_1.I__1.X,45.77,"2025-06-15 08:32:12,469",2025-06-15 08:32:12.469
3lgn__1__1.A__1.C_1.D,2.93,"2025-06-15 08:32:15,395",2025-06-15 08:32:15.395
6bl0__1__1.A__1.G,92.56,"2025-06-15 08:33:47,955",2025-06-15 08:33:47.955
5u1w__1__1.A_2.A_3.A__3.E,74.79,"2025-06-15 08:35:02,749",2025-06-15 08:35:02.749
6qpv__2__1.B_3.B__3.H,3.21,"2025-06-15 08:35:05,955",2025-06-15 08:35:05.955
4zed__1__1.A__1.B,256.38,"2025-06-15 08:39:22,332",2025-06-15 08:39:22.332
6xoo__1__1.A__1.B,128.42,"2025-06-15 08:41:30,756",2025-06-15 08:41:30.756
5m92__1__1.A__1.D_1.E_1.N,3.21,"2025-06-15 08:41:33,971",2025-06-15 08:41:33.971
6fgx__1__1.A__1.C_1.D,110.98,"2025-06-15 08:43:24,954",2025-06-15 08:43:24.954
1w2x__1__1.A_2.A__2.D,147.6,"2025-06-15 08:45:52,558",2025-06-15 08:45:52.558
4pd9__1__1.A_2.A__2.D,90.75,"2025-06-15 08:47:23,312",2025-06-15 08:47:23.312
2wzi__1__1.A__1.F,218.55,"2025-06-15 08:51:01,861",2025-06-15 08:51:01.861
3t44__1__1.A__1.B_1.C,111.98,"2025-06-15 08:52:53,839",2025-06-15 08:52:53.839
6r4j__1__1.B__1.G_1.H,273.31,"2025-06-15 08:57:27,152",2025-06-15 08:57:27.152
7ta0__2__1.C_2.C__2.H,253.49,"2025-06-15 09:01:40,638",2025-06-15 09:01:40.638
2cc7__1__1.A_2.A_4.A_8.A__1.H_8.H,44.1,"2025-06-15 09:02:24,741",2025-06-15 09:02:24.741
4ad4__1__1.A__1.B,138.49,"2025-06-15 09:04:43,228",2025-06-15 09:04:43.228
5e1q__2__1.B__1.D_1.G,137.28,"2025-06-15 09:07:00,509",2025-06-15 09:07:00.509
3v1p__1__1.A_1.B__1.E,99.87,"2025-06-15 09:08:40,378",2025-06-15 09:08:40.378
8i5q__2__1.B__1.D,185.67,"2025-06-15 09:11:46,044",2025-06-15 09:11:46.044
2d3n__1__1.A__1.E,304.38,"2025-06-15 09:16:50,429",2025-06-15 09:16:50.429
1w19__1__2.A_2.E__2.EA,55.54,"2025-06-15 09:17:45,973",2025-06-15 09:17:45.973
3phe__1__1.A__1.E,171.75,"2025-06-15 09:20:37,726",2025-06-15 09:20:37.726
2y38__1__1.A__1.B,176.23,"2025-06-15 09:23:33,953",2025-06-15 09:23:33.953
6jd5__2__1.B__1.E_1.F,136.82,"2025-06-15 09:25:50,774",2025-06-15 09:25:50.774
6bsl__1__1.A__1.D_1.F,64.82,"2025-06-15 09:26:55,589",2025-06-15 09:26:55.589
5y4z__1__1.A__1.B_1.C,181.52,"2025-06-15 09:29:57,110",2025-06-15 09:29:57.110
1q16__1__1.B_1.C__1.N,2.86,"2025-06-15 09:29:59,966",2025-06-15 09:29:59.966
3li1__1__1.A_1.B__1.C,90.56,"2025-06-15 09:31:30,522",2025-06-15 09:31:30.522
6i1h__2__1.B__1.D,217.98,"2025-06-15 09:35:08,505",2025-06-15 09:35:08.505
6x6v__3__1.C__1.G,87.87,"2025-06-15 09:36:36,374",2025-06-15 09:36:36.374
6b2a__1__1.A_1.B_1.C__1.I_1.L,48.47,"2025-06-15 09:37:24,843",2025-06-15 09:37:24.843
3w54__1__1.A__1.E_1.F_1.G_1.H,68.02,"2025-06-15 09:38:32,862",2025-06-15 09:38:32.862
5xmp__1__1.A_1.B__1.G_1.H,194.02,"2025-06-15 09:41:46,884",2025-06-15 09:41:46.884
4z2j__1__1.A__1.B_1.D,110.02,"2025-06-15 09:43:36,903",2025-06-15 09:43:36.903
6h6m__1__1.C_1.D__1.X,70.27,"2025-06-15 09:44:47,178",2025-06-15 09:44:47.178
3s1f__1__1.A__1.B,223.15,"2025-06-15 09:48:30,333",2025-06-15 09:48:30.333
3ayj__1__1.B__1.H_1.I_1.J,264.63,"2025-06-15 09:52:54,958",2025-06-15 09:52:54.958
4x90__2__1.B__1.R,80.93,"2025-06-15 09:54:15,884",2025-06-15 09:54:15.884
2cfm__1__1.A__1.C,116.02,"2025-06-15 09:56:11,904",2025-06-15 09:56:11.904
3tz3__1__1.A_2.A__1.D,253.08,"2025-06-15 10:00:24,983",2025-06-15 10:00:24.983
4zr5__1__1.A__1.I,149.43,"2025-06-15 10:02:54,416",2025-06-15 10:02:54.416
6pai__1__1.B_1.C__1.G,96.45,"2025-06-15 10:04:30,868",2025-06-15 10:04:30.868
3sj3__1__1.A_1.B__1.C,88.71,"2025-06-15 10:05:59,581",2025-06-15 10:05:59.581
5fuy__1__1.B__1.J_1.K,91.15,"2025-06-15 10:07:30,736",2025-06-15 10:07:30.736
6cfc__1__1.A__1.B,165.47,"2025-06-15 10:10:16,207",2025-06-15 10:10:16.207
6x82__2__1.D_1.E_1.F__1.H,68.65,"2025-06-15 10:11:24,856",2025-06-15 10:11:24.856
7tfp__2__1.B_2.C__2.F_2.G,88.03,"2025-06-15 10:12:52,882",2025-06-15 10:12:52.882
6r4g__1__1.B__1.F_1.G,255.71,"2025-06-15 10:17:08,593",2025-06-15 10:17:08.593
3ohb__1__1.A__1.D_1.E_1.F,187.91,"2025-06-15 10:20:16,502",2025-06-15 10:20:16.502
6e08__1__1.A__1.B,106.63,"2025-06-15 10:22:03,137",2025-06-15 10:22:03.137
5adv__2__1.C__1.L_1.M_1.N,68.52,"2025-06-15 10:23:11,659",2025-06-15 10:23:11.659
7uxs__1__1.A_1.B__1.C_1.F,90.92,"2025-06-15 10:24:42,582",2025-06-15 10:24:42.582
7uas__1__1.A__1.C,76.51,"2025-06-15 10:25:59,090",2025-06-15 10:25:59.090
7a5x__1__1.B__1.G,96.83,"2025-06-15 10:27:35,925",2025-06-15 10:27:35.925
6i35__2__1.C__1.N_1.P,298.47,"2025-06-15 10:32:34,392",2025-06-15 10:32:34.392
6iik__1__1.B__1.D,77.35,"2025-06-15 10:33:51,745",2025-06-15 10:33:51.745
5m77__2__1.B__1.D_1.R,140.78,"2025-06-15 10:36:12,525",2025-06-15 10:36:12.525
6btp__1__1.A__1.D_1.F,63.26,"2025-06-15 10:37:15,784",2025-06-15 10:37:15.784
4n7e__1__1.A__1.E,347.3,"2025-06-15 10:43:03,088",2025-06-15 10:43:03.088
5el2__1__1.A__1.E,50.24,"2025-06-15 10:43:53,324",2025-06-15 10:43:53.324
5fra__4__1.D__1.L,100.7,"2025-06-15 10:45:34,023",2025-06-15 10:45:34.023
2wbv__2__1.C_1.F__1.R,91.18,"2025-06-15 10:47:05,204",2025-06-15 10:47:05.204
5oah__1__1.A__1.D_1.E,144.25,"2025-06-15 10:49:29,450",2025-06-15 10:49:29.450
1pwu__2__1.B__1.E_1.F,249.74,"2025-06-15 10:53:39,194",2025-06-15 10:53:39.194
7bht__1__1.A_2.A__2.C,84.61,"2025-06-15 10:55:03,801",2025-06-15 10:55:03.801
7k4i__1__1.B__1.J_1.K_1.L,75.0,"2025-06-15 10:56:18,797",2025-06-15 10:56:18.797
5o0t__1__1.A__1.F,2.97,"2025-06-15 10:56:21,763",2025-06-15 10:56:21.763
4zdk__1__1.B_3.A__3.D_3.F,112.74,"2025-06-15 10:58:14,501",2025-06-15 10:58:14.501
8q0u__1__1.A__1.D,155.47,"2025-06-15 11:00:49,976",2025-06-15 11:00:49.976
1h79__1__1.A_2.A__2.B_2.C,197.41,"2025-06-15 11:04:07,384",2025-06-15 11:04:07.384
3ikg__1__1.A__1.C,50.9,"2025-06-15 11:04:58,282",2025-06-15 11:04:58.282
2yr6__1__1.A__1.D_1.E_1.F,155.52,"2025-06-15 11:07:33,807",2025-06-15 11:07:33.807
6bjo__1__1.B__1.D,48.58,"2025-06-15 11:08:22,389",2025-06-15 11:08:22.389
6el3__3__1.A__1.G,2.87,"2025-06-15 11:08:25,262",2025-06-15 11:08:25.262
4aqh__1__1.A__1.D,142.82,"2025-06-15 11:10:48,078",2025-06-15 11:10:48.078
1w19__1__2.C_2.D__2.T,55.08,"2025-06-15 11:11:43,156",2025-06-15 11:11:43.156
3le7__1__1.A__1.C,90.22,"2025-06-15 11:13:13,375",2025-06-15 11:13:13.375
3zyg__1__1.A__1.D,158.51,"2025-06-15 11:15:51,888",2025-06-15 11:15:51.888
3ddu__1__1.A__1.B_1.G,345.13,"2025-06-15 11:21:37,021",2025-06-15 11:21:37.021
7zm0__1__1.A__1.K,85.96,"2025-06-15 11:23:02,980",2025-06-15 11:23:02.980
4uns__1__1.A__1.C,60.12,"2025-06-15 11:24:03,099",2025-06-15 11:24:03.099
5f5x__1__1.A__1.C,76.81,"2025-06-15 11:25:19,914",2025-06-15 11:25:19.914
2dey__1__2.A__2.B_2.H,125.03,"2025-06-15 11:27:24,943",2025-06-15 11:27:24.943
4lfe__1__1.B__1.F_1.G_1.H_1.I_1.J,115.48,"2025-06-15 11:29:20,421",2025-06-15 11:29:20.421
8one__1__1.A__1.F_1.K,266.89,"2025-06-15 11:33:47,315",2025-06-15 11:33:47.315
8pw1__10__1.J__1.T,2.84,"2025-06-15 11:33:50,182",2025-06-15 11:33:50.182
5oju__1__2.B__2.K,2.87,"2025-06-15 11:33:53,053",2025-06-15 11:33:53.053
4x8d__2__1.B__1.T_1.U_1.V,2.86,"2025-06-15 11:33:55,908",2025-06-15 11:33:55.908
6dft__2__1.E_1.F_1.G_1.H__1.T_1.U,2.79,"2025-06-15 11:33:58,696",2025-06-15 11:33:58.696
5eq9__1__1.A__1.E,2.85,"2025-06-15 11:34:01,542",2025-06-15 11:34:01.542
7erb__2__1.C__1.L_1.M,2.85,"2025-06-15 11:34:04,390",2025-06-15 11:34:04.390
3rou__1__1.A_1.B__1.D,2.81,"2025-06-15 11:34:07,197",2025-06-15 11:34:07.197
1z2i__1__1.A_1.B__1.E,2.86,"2025-06-15 11:34:10,057",2025-06-15 11:34:10.057
3w6c__1__1.A__1.E,2.84,"2025-06-15 11:34:12,896",2025-06-15 11:34:12.896
6oa1__1__1.A__1.B,2.85,"2025-06-15 11:34:15,743",2025-06-15 11:34:15.743
5fli__2__1.F__1.W_1.X,2.82,"2025-06-15 11:34:18,559",2025-06-15 11:34:18.559
6zbn__1__1.A__1.G_1.H,2.87,"2025-06-15 11:34:21,431",2025-06-15 11:34:21.431
8og5__1__1.A__1.D,2.85,"2025-06-15 11:34:24,277",2025-06-15 11:34:24.277
1oik__1__2.A__2.C_2.D_2.E,2.84,"2025-06-15 11:34:27,118",2025-06-15 11:34:27.118
4xp1__1__1.A__1.N,2.85,"2025-06-15 11:34:29,967",2025-06-15 11:34:29.967
1ua3__1__1.A__1.B,2.86,"2025-06-15 11:34:32,829",2025-06-15 11:34:32.829
2e82__1__1.B__1.G_1.H,2.86,"2025-06-15 11:34:35,693",2025-06-15 11:34:35.693
7d2f__1__1.A__1.C,2.88,"2025-06-15 11:34:38,569",2025-06-15 11:34:38.569
5flj__2__1.L__1.YA_1.ZA,2.87,"2025-06-15 11:34:41,439",2025-06-15 11:34:41.439
3lu6__1__1.A__1.D,2.86,"2025-06-15 11:34:44,303",2025-06-15 11:34:44.303
6x9f__1__1.A__1.I,2.86,"2025-06-15 11:34:47,165",2025-06-15 11:34:47.165
3wgb__1__1.A_1.B_1.D__1.F,2.85,"2025-06-15 11:34:50,018",2025-06-15 11:34:50.018
6fxk__1__2.A__2.B,2.85,"2025-06-15 11:34:52,865",2025-06-15 11:34:52.865
6zbo__1__1.A__1.G_1.H,2.83,"2025-06-15 11:34:55,697",2025-06-15 11:34:55.697
7r2v__2__1.B__1.L,2.86,"2025-06-15 11:34:58,555",2025-06-15 11:34:58.555
5bzt__1__1.A__1.D,2.85,"2025-06-15 11:35:01,407",2025-06-15 11:35:01.407
5jgq__2__1.B__1.D,2.84,"2025-06-15 11:35:04,252",2025-06-15 11:35:04.252
3n5h__1__2.A__2.B_2.D,2.86,"2025-06-15 11:35:07,107",2025-06-15 11:35:07.107
5v3x__1__1.A__1.C,2.85,"2025-06-15 11:35:09,961",2025-06-15 11:35:09.961
5nbx__2__1.B__1.D,2.85,"2025-06-15 11:35:12,809",2025-06-15 11:35:12.809
3g1h__1__1.A_1.B__1.O,2.85,"2025-06-15 11:35:15,662",2025-06-15 11:35:15.662
