target_id,method,model_id,ref_prot_path,ref_lig_path,pred_complex_path,rmsd,n_atoms,pocket_atoms,success,error
5iul__2__1.E__1.P_1.Q,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5iul__2__1.E__1.P_1.Q/5iul__2__1.E__1.P_1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5iul__2__1.E__1.P_1.Q/5iul__2__1.E__1.P_1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5iul__2__1.E__1.P_1.Q/predictions/5iul__2__1.E__1.P_1.Q/5iul__2__1.E__1.P_1.Q_model_1.pdb,0.0018083460634141953,31.0,28.0,True,
5iul__2__1.E__1.P_1.Q,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5iul__2__1.E__1.P_1.Q/5iul__2__1.E__1.P_1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5iul__2__1.E__1.P_1.Q/5iul__2__1.E__1.P_1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5iul__2__1.E__1.P_1.Q/predictions/5iul__2__1.E__1.P_1.Q/5iul__2__1.E__1.P_1.Q_model_3.pdb,8.47107619903658e-05,31.0,28.0,True,
6qvg__1__1.A_1.B__1.L,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6qvg__1__1.A_1.B__1.L/predictions/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_model_1.pdb,1.137664569202466,32.0,7.0,True,
6qvg__1__1.A_1.B__1.L,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6qvg__1__1.A_1.B__1.L/predictions/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_model_0.pdb,1.1282534235038877,32.0,7.0,True,
6qvg__1__1.A_1.B__1.L,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6qvg__1__1.A_1.B__1.L/predictions/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_model_2.pdb,1.1307386200068552,32.0,7.0,True,
6qvg__1__1.A_1.B__1.L,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6qvg__1__1.A_1.B__1.L/predictions/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_model_3.pdb,1.1374887825715474,32.0,7.0,True,
6qvg__1__1.A_1.B__1.L,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6qvg__1__1.A_1.B__1.L/predictions/6qvg__1__1.A_1.B__1.L/6qvg__1__1.A_1.B__1.L_model_7.pdb,1.1373901419840668,32.0,7.0,True,
6wuu__1__1.A__1.E,mcs,4,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6wuu__1__1.A__1.E/predictions/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_model_4.pdb,1.5707869944690425,36.0,30.0,True,
6wuu__1__1.A__1.E,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6wuu__1__1.A__1.E/predictions/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_model_5.pdb,1.5757233190800337,36.0,30.0,True,
6wuu__1__1.A__1.E,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6wuu__1__1.A__1.E/predictions/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_model_7.pdb,1.5751963180154207,36.0,30.0,True,
6wuu__1__1.A__1.E,mcs,6,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6wuu__1__1.A__1.E/predictions/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_model_6.pdb,1.5384989188140485,36.0,30.0,True,
6wuu__1__1.A__1.E,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6wuu__1__1.A__1.E/predictions/6wuu__1__1.A__1.E/6wuu__1__1.A__1.E_model_2.pdb,1.5749530181086906,36.0,30.0,True,
6iil__1__1.B__1.D,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6iil__1__1.B__1.D/predictions/6iil__1__1.B__1.D/6iil__1__1.B__1.D_model_8.pdb,0.028645575348762983,23.0,19.0,True,
6iil__1__1.B__1.D,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6iil__1__1.B__1.D/predictions/6iil__1__1.B__1.D/6iil__1__1.B__1.D_model_9.pdb,0.02876799321424838,23.0,19.0,True,
6iil__1__1.B__1.D,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6iil__1__1.B__1.D/predictions/6iil__1__1.B__1.D/6iil__1__1.B__1.D_model_1.pdb,0.029262725591388608,23.0,19.0,True,
6iil__1__1.B__1.D,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6iil__1__1.B__1.D/predictions/6iil__1__1.B__1.D/6iil__1__1.B__1.D_model_0.pdb,0.02869763127568208,23.0,19.0,True,
6iil__1__1.B__1.D,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6iil__1__1.B__1.D/6iil__1__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6iil__1__1.B__1.D/predictions/6iil__1__1.B__1.D/6iil__1__1.B__1.D_model_2.pdb,0.028708861018633767,23.0,19.0,True,
6ujj__1__1.A__1.B,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6ujj__1__1.A__1.B/predictions/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_model_2.pdb,1.884864366154897e-07,15.0,15.0,True,
6ujj__1__1.A__1.B,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6ujj__1__1.A__1.B/predictions/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_model_3.pdb,1.884864366154897e-07,15.0,15.0,True,
6ujj__1__1.A__1.B,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6ujj__1__1.A__1.B/predictions/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_model_1.pdb,0.0,15.0,15.0,True,
6ujj__1__1.A__1.B,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6ujj__1__1.A__1.B/predictions/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_model_0.pdb,0.0,15.0,15.0,True,
6ujj__1__1.A__1.B,mcs,4,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6ujj__1__1.A__1.B/predictions/6ujj__1__1.A__1.B/6ujj__1__1.A__1.B_model_4.pdb,2.0647654623614278e-07,15.0,15.0,True,
5hmy__1__1.A__1.D,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5hmy__1__1.A__1.D/predictions/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_model_1.pdb,0.00473128532494142,23.0,21.0,True,
5hmy__1__1.A__1.D,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5hmy__1__1.A__1.D/predictions/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_model_0.pdb,0.003977548485603178,23.0,21.0,True,
5hmy__1__1.A__1.D,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5hmy__1__1.A__1.D/predictions/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_model_2.pdb,0.0034926893684605206,23.0,21.0,True,
5hmy__1__1.A__1.D,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5hmy__1__1.A__1.D/predictions/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_model_3.pdb,0.003998789501712838,23.0,21.0,True,
5hmy__1__1.A__1.D,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5hmy__1__1.A__1.D/predictions/5hmy__1__1.A__1.D/5hmy__1__1.A__1.D_model_7.pdb,0.003681103140539311,23.0,21.0,True,
5auo__1__1.B_2.B__1.F_1.G,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5auo__1__1.B_2.B__1.F_1.G/predictions/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_model_9.pdb,0.10406667114794366,31.0,34.0,True,
5auo__1__1.B_2.B__1.F_1.G,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5auo__1__1.B_2.B__1.F_1.G/predictions/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_model_8.pdb,0.10624061948153024,31.0,34.0,True,
5auo__1__1.B_2.B__1.F_1.G,mcs,6,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5auo__1__1.B_2.B__1.F_1.G/predictions/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_model_6.pdb,0.10553136826563135,31.0,34.0,True,
5auo__1__1.B_2.B__1.F_1.G,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5auo__1__1.B_2.B__1.F_1.G/predictions/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_model_7.pdb,0.10418822913083274,31.0,34.0,True,
5auo__1__1.B_2.B__1.F_1.G,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5auo__1__1.B_2.B__1.F_1.G/predictions/5auo__1__1.B_2.B__1.F_1.G/5auo__1__1.B_2.B__1.F_1.G_model_5.pdb,0.0,31.0,34.0,True,
6x5t__2__1.D__1.Q,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6x5t__2__1.D__1.Q/predictions/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_model_9.pdb,0.08658386788842055,28.0,42.0,True,
6x5t__2__1.D__1.Q,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6x5t__2__1.D__1.Q/predictions/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_model_8.pdb,0.08736650935073749,28.0,42.0,True,
6x5t__2__1.D__1.Q,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6x5t__2__1.D__1.Q/predictions/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_model_0.pdb,0.08773649193605573,28.0,42.0,True,
6x5t__2__1.D__1.Q,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6x5t__2__1.D__1.Q/predictions/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_model_1.pdb,0.08797319568496954,28.0,42.0,True,
6x5t__2__1.D__1.Q,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6x5t__2__1.D__1.Q/predictions/6x5t__2__1.D__1.Q/6x5t__2__1.D__1.Q_model_3.pdb,0.08792836923569072,28.0,42.0,True,
2x0u__2__1.B__1.D,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2x0u__2__1.B__1.D/predictions/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_model_3.pdb,0.0,14.0,22.0,True,
2x0u__2__1.B__1.D,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2x0u__2__1.B__1.D/predictions/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_model_2.pdb,0.0,14.0,22.0,True,
2x0u__2__1.B__1.D,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2x0u__2__1.B__1.D/predictions/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_model_0.pdb,0.0,14.0,22.0,True,
2x0u__2__1.B__1.D,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2x0u__2__1.B__1.D/predictions/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_model_1.pdb,0.0,14.0,22.0,True,
2x0u__2__1.B__1.D,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2x0u__2__1.B__1.D/predictions/2x0u__2__1.B__1.D/2x0u__2__1.B__1.D_model_5.pdb,0.0,14.0,22.0,True,
2gag__1__1.A_1.B__1.H_1.J,,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2gag__1__1.A_1.B__1.H_1.J/predictions/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_model_8.pdb,,,,False,Too few common CA atoms to superpose: 0
2gag__1__1.A_1.B__1.H_1.J,,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2gag__1__1.A_1.B__1.H_1.J/predictions/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_model_9.pdb,,,,False,Too few common CA atoms to superpose: 0
2gag__1__1.A_1.B__1.H_1.J,,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_2gag__1__1.A_1.B__1.H_1.J/predictions/2gag__1__1.A_1.B__1.H_1.J/2gag__1__1.A_1.B__1.H_1.J_model_7.pdb,,,,False,Too few common CA atoms to superpose: 0
