protein,idx,rmsd
4n7e__1__1.A__1.E,0,0.690602
4n7e__1__1.A__1.E,1,0.485288
4n7e__1__1.A__1.E,2,0.631279
4n7e__1__1.A__1.E,3,0.681769
4n7e__1__1.A__1.E,4,0.751275
4n7m__1__1.A_1.B__1.C,0,6.00073
4n7m__1__1.A_1.B__1.C,1,5.56843
4n7m__1__1.A_1.B__1.C,2,6.19526
4n7m__1__1.A_1.B__1.C,3,6.53323
4n7m__1__1.A_1.B__1.C,4,6.8141
4nbi__1__1.A_1.B__1.C,0,1.46733
4nbi__1__1.A_1.B__1.C,1,1.52308
4nbi__1__1.A_1.B__1.C,2,1.52673
4nbi__1__1.A_1.B__1.C,3,1.42776
4nbi__1__1.A_1.B__1.C,4,1.39775
4np3__1__1.A__1.B_1.D_1.E,0,0.185609
4np3__1__1.A__1.B_1.D_1.E,1,0.390978
4np3__1__1.A__1.B_1.D_1.E,2,0.312452
4np3__1__1.A__1.B_1.D_1.E,3,0.387347
4np3__1__1.A__1.B_1.D_1.E,4,0.30973
4o3f__1__1.A__1.B,0,1.07134
4o3f__1__1.A__1.B,1,1.229
4o3f__1__1.A__1.B,2,0.866174
4o3f__1__1.A__1.B,3,1.1479
4o3f__1__1.A__1.B,4,0.88252
4og7__1__1.A__1.C,0,0.387772
4og7__1__1.A__1.C,1,0.330443
4og7__1__1.A__1.C,2,0.32925
4og7__1__1.A__1.C,3,0.37453
4og7__1__1.A__1.C,4,0.306006
4p10__1__1.A__1.B_1.C_1.D,0,0.567433
4p10__1__1.A__1.B_1.C_1.D,1,0.808526
4p10__1__1.A__1.B_1.C_1.D,2,0.528491
4p10__1__1.A__1.B_1.C_1.D,3,0.616149
4p10__1__1.A__1.B_1.C_1.D,4,0.710853
4p3n__1__1.B__1.G,0,1.03832
4p3n__1__1.B__1.G,1,1.09707
4p3n__1__1.B__1.G,2,0.964981
4p3n__1__1.B__1.G,3,1.01542
4p3n__1__1.B__1.G,4,1.05332
4p73__1__1.D__1.F,0,0.736735
4p73__1__1.D__1.F,1,0.745914
4p73__1__1.D__1.F,2,0.712401
4p73__1__1.D__1.F,3,0.653669
4p73__1__1.D__1.F,4,0.711262
4p9o__1__2.A_2.B__2.E,0,12.368
4p9o__1__2.A_2.B__2.E,1,12.8334
4p9o__1__2.A_2.B__2.E,2,3.62491
4p9o__1__2.A_2.B__2.E,3,3.88847
4p9o__1__2.A_2.B__2.E,4,4.46907
4pd9__1__1.A_2.A__2.D,0,46.3854
4pd9__1__1.A_2.A__2.D,1,46.7857
4pd9__1__1.A_2.A__2.D,2,46.9407
4pd9__1__1.A_2.A__2.D,3,45.9979
4pd9__1__1.A_2.A__2.D,4,46.7547
4pda__1__2.A_3.A__3.D,0,46.804
4pda__1__2.A_3.A__3.D,1,46.8723
4pda__1__2.A_3.A__3.D,2,46.7735
4pda__1__2.A_3.A__3.D,3,46.762
4pda__1__2.A_3.A__3.D,4,47.2467
4pht__1__1.A_1.B__1.H_1.I,0,34.8567
4pht__1__1.A_1.B__1.H_1.I,1,34.2499
4pht__1__1.A_1.B__1.H_1.I,2,32.3735
4pht__1__1.A_1.B__1.H_1.I,3,30.9162
4pht__1__1.A_1.B__1.H_1.I,4,31.6775
4pkr__1__1.A__1.B_1.C_1.E,0,0.513671
4pkr__1__1.A__1.B_1.C_1.E,1,0.6013
4pkr__1__1.A__1.B_1.C_1.E,2,0.604871
4pkr__1__1.A__1.B_1.C_1.E,3,0.550176
4pkr__1__1.A__1.B_1.C_1.E,4,0.652263
4qnu__6__1.F__1.T,0,0.374513
4qnu__6__1.F__1.T,1,0.396774
4qnu__6__1.F__1.T,2,0.471578
4qnu__6__1.F__1.T,3,0.410823
4qnu__6__1.F__1.T,4,0.457692
4r9j__1__1.A_1.C__1.S,0,48.5247
4r9j__1__1.A_1.C__1.S,1,48.7544
4r9j__1__1.A_1.C__1.S,2,49.0097
4r9j__1__1.A_1.C__1.S,3,48.0675
4r9j__1__1.A_1.C__1.S,4,49.1878
4rus__2__1.C__1.V,0,3.13565
4rus__2__1.C__1.V,1,1.70678
4rus__2__1.C__1.V,2,1.52869
4rus__2__1.C__1.V,3,2.91084
4rus__2__1.C__1.V,4,1.85465
4s3q__1__1.A__1.D,0,5.74172
4s3q__1__1.A__1.D,1,0.870189
4s3q__1__1.A__1.D,2,5.91692
4s3q__1__1.A__1.D,3,0.882375
4s3q__1__1.A__1.D,4,5.88227
4tlb__1__1.A_1.F__1.V_1.W,0,30.8356
4tlb__1__1.A_1.F__1.V_1.W,1,30.8255
4tlb__1__1.A_1.F__1.V_1.W,2,30.8297
4tlb__1__1.A_1.F__1.V_1.W,3,30.8071
4tlb__1__1.A_1.F__1.V_1.W,4,30.7654
4tn2__1__1.A__1.B,0,0.870718
4tn2__1__1.A__1.B,1,0.899798
4tn2__1__1.A__1.B,2,0.920187
4tn2__1__1.A__1.B,3,0.950021
4tn2__1__1.A__1.B,4,0.911845
4tsq__3__1.C__1.U,0,10.7068
4tsq__3__1.C__1.U,1,10.2956
4tsq__3__1.C__1.U,2,10.3412
4tsq__3__1.C__1.U,3,11.6133
4tsq__3__1.C__1.U,4,10.4009
4tx6__1__1.A__1.C,0,0.335297
4tx6__1__1.A__1.C,1,0.537827
4tx6__1__1.A__1.C,2,0.508663
4tx6__1__1.A__1.C,3,0.54764
4tx6__1__1.A__1.C,4,0.608349
4txe__1__1.A__1.B,0,1.4386
4txe__1__1.A__1.B,1,1.42238
4txe__1__1.A__1.B,2,0.354107
4txe__1__1.A__1.B,3,1.43395
4txe__1__1.A__1.B,4,1.42013
4u2y__1__1.B__1.D,0,0.556139
4u2y__1__1.B__1.D,1,0.611275
4u2y__1__1.B__1.D,2,0.53989
4u2y__1__1.B__1.D,3,0.486998
4u2y__1__1.B__1.D,4,0.645538
4unq__1__1.A__1.C,0,0.834904
4unq__1__1.A__1.C,1,1.06566
4unq__1__1.A__1.C,2,1.16292
4unq__1__1.A__1.C,3,0.772032
4unq__1__1.A__1.C,4,1.11448
4uns__1__1.A__1.C,0,0.803723
4uns__1__1.A__1.C,1,0.803736
4uns__1__1.A__1.C,2,0.770243
4uns__1__1.A__1.C,3,0.772342
4uns__1__1.A__1.C,4,0.808238
4wy0__1__1.F_1.K__1.DA,0,42.0508
4wy0__1__1.F_1.K__1.DA,1,27.7283
4wy0__1__1.F_1.K__1.DA,2,27.5497
4wy0__1__1.F_1.K__1.DA,3,27.7076
4wy0__1__1.F_1.K__1.DA,4,27.6578
4x3l__1__1.A_1.B__1.C,0,1.03502
4x3l__1__1.A_1.B__1.C,1,0.947321
4x3l__1__1.A_1.B__1.C,2,0.998817
4x3l__1__1.A_1.B__1.C,3,0.935913
4x3l__1__1.A_1.B__1.C,4,0.945494
4x3m__1__1.A__1.C,0,1.03108
4x3m__1__1.A__1.C,1,1.1772
4x3m__1__1.A__1.C,2,1.2726
4x3m__1__1.A__1.C,3,1.26966
4x3m__1__1.A__1.C,4,1.15663
4x8d__2__1.B__1.T_1.U_1.V,0,0.350724
4x8d__2__1.B__1.T_1.U_1.V,1,0.974432
4x8d__2__1.B__1.T_1.U_1.V,2,0.932936
4x8d__2__1.B__1.T_1.U_1.V,3,0.353032
4x8d__2__1.B__1.T_1.U_1.V,4,0.441277
4x90__2__1.B__1.R,0,24.3705
4x90__2__1.B__1.R,1,24.3505
4x90__2__1.B__1.R,2,24.0471
4x90__2__1.B__1.R,3,23.7176
4x90__2__1.B__1.R,4,24.3009
4x91__2__1.B__1.Q,0,27.1084
4x91__2__1.B__1.Q,1,27.1574
4x91__2__1.B__1.Q,2,27.3598
4x91__2__1.B__1.Q,3,27.2755
4x91__2__1.B__1.Q,4,27.2426
4x94__1__1.A__1.C,0,24.5051
4x94__1__1.A__1.C,1,24.5224
4x94__1__1.A__1.C,2,24.0201
4x94__1__1.A__1.C,3,23.9027
4x94__1__1.A__1.C,4,24.7321
4x97__1__1.A__1.H,0,23.7813
4x97__1__1.A__1.H,1,24.0625
4x97__1__1.A__1.H,2,23.6262
4x97__1__1.A__1.H,3,23.6868
4x97__1__1.A__1.H,4,23.8354
4xp1__1__1.A__1.N,0,18.3168
4xp1__1__1.A__1.N,1,18.4246
4xp1__1__1.A__1.N,2,18.283
4xp1__1__1.A__1.N,3,18.3017
4xp1__1__1.A__1.N,4,18.336
4xp9__1__1.A__1.H,0,18.5553
4xp9__1__1.A__1.H,1,18.6214
4xp9__1__1.A__1.H,2,18.6317
4xp9__1__1.A__1.H,3,18.53
4xp9__1__1.A__1.H,4,18.4998
4xph__1__1.A__1.J,0,0.498263
4xph__1__1.A__1.J,1,0.462847
4xph__1__1.A__1.J,2,0.516595
4xph__1__1.A__1.J,3,0.56303
4xph__1__1.A__1.J,4,0.676666
4xqc__1__1.B__1.J,0,0.337266
4xqc__1__1.B__1.J,1,0.321805
4xqc__1__1.B__1.J,2,0.326593
4xqc__1__1.B__1.J,3,0.298422
4xqc__1__1.B__1.J,4,0.333379
4yco__3__1.C__1.J,0,0.262916
4yco__3__1.C__1.J,1,0.313173
4yco__3__1.C__1.J,2,0.227186
4yco__3__1.C__1.J,3,0.255474
4yco__3__1.C__1.J,4,0.26859
4z2l__1__1.A__1.B,0,4.60249
4z2l__1__1.A__1.B,1,4.63172
4z2l__1__1.A__1.B,2,4.76267
4z2l__1__1.A__1.B,3,4.68842
4z2l__1__1.A__1.B,4,4.47567
4zdk__1__1.B_3.A__3.D_3.F,0,31.1958
4zdk__1__1.B_3.A__3.D_3.F,1,31.1709
4zdk__1__1.B_3.A__3.D_3.F,2,31.6925
4zdk__1__1.B_3.A__3.D_3.F,3,31.5336
4zdk__1__1.B_3.A__3.D_3.F,4,31.5795
4zed__1__1.A__1.B,0,3.19326
4zed__1__1.A__1.B,1,3.01122
4zed__1__1.A__1.B,2,2.87644
4zed__1__1.A__1.B,3,3.07078
4zed__1__1.A__1.B,4,2.8774
4zne__1__1.A__1.F,0,31.8937
4zne__1__1.A__1.F,1,30.9947
4zne__1__1.A__1.F,2,31.8568
4zne__1__1.A__1.F,3,32.6136
4zne__1__1.A__1.F,4,32.0373
4zr5__1__1.A__1.I,0,37.713
4zr5__1__1.A__1.I,1,37.8252
4zr5__1__1.A__1.I,2,37.7599
4zr5__1__1.A__1.I,3,38.9551
4zr5__1__1.A__1.I,4,39.0066
4zr5__2__1.A__1.G_1.H,0,2.73827
4zr5__2__1.A__1.G_1.H,1,2.77914
4zr5__2__1.A__1.G_1.H,2,2.76707
4zr5__2__1.A__1.G_1.H,3,2.73033
4zr5__2__1.A__1.G_1.H,4,2.84108
4zwc__1__1.A__1.C,0,4.92522
4zwc__1__1.A__1.C,1,5.69247
4zwc__1__1.A__1.C,2,5.7465
4zwc__1__1.A__1.C,3,4.6489
4zwc__1__1.A__1.C,4,5.57586
5a5w__1__1.A__1.B,0,0.484546
5a5w__1__1.A__1.B,1,0.501646
5a5w__1__1.A__1.B,2,0.441921
5a5w__1__1.A__1.B,3,0.484539
5a5w__1__1.A__1.B,4,0.448546
5a88__4__1.D__1.P_1.Q_1.R,0,1.51501
5a88__4__1.D__1.P_1.Q_1.R,1,1.51779
5a88__4__1.D__1.P_1.Q_1.R,2,1.45629
5a88__4__1.D__1.P_1.Q_1.R,3,1.54715
5a88__4__1.D__1.P_1.Q_1.R,4,1.89892
5auo__1__1.B_2.B__1.F_1.G,0,0.242641
5auo__1__1.B_2.B__1.F_1.G,1,0.465333
5auo__1__1.B_2.B__1.F_1.G,2,0.346461
5auo__1__1.B_2.B__1.F_1.G,3,0.284809
5auo__1__1.B_2.B__1.F_1.G,4,0.330399
5avw__1__1.B__1.D,0,13.4907
5avw__1__1.B__1.D,1,12.9881
5avw__1__1.B__1.D,2,14.8339
5avw__1__1.B__1.D,3,12.9803
5avw__1__1.B__1.D,4,12.6917
5aw4__1__1.B__1.D,0,12.8276
5aw4__1__1.B__1.D,1,12.4505
5aw4__1__1.B__1.D,2,12.0803
5aw4__1__1.B__1.D,3,13.2138
5aw4__1__1.B__1.D,4,13.3552
5ayc__1__2.A_3.A__2.B_2.C,0,0.666364
5ayc__1__2.A_3.A__2.B_2.C,1,0.80723
5ayc__1__2.A_3.A__2.B_2.C,2,0.823093
5ayc__1__2.A_3.A__2.B_2.C,3,0.794917
5ayc__1__2.A_3.A__2.B_2.C,4,0.797467
5bs3__1__1.A_1.B__1.I,0,12.9348
5bs3__1__1.A_1.B__1.I,1,7.60069
5bs3__1__1.A_1.B__1.I,2,13.1866
5bs3__1__1.A_1.B__1.I,3,13.0575
5bs3__1__1.A_1.B__1.I,4,13.4932
5buh__1__1.A__1.B,0,0.89062
5buh__1__1.A__1.B,1,1.05668
5buh__1__1.A__1.B,2,0.965933
5buh__1__1.A__1.B,3,1.05014
5buh__1__1.A__1.B,4,1.12972
5bvb__1__1.A__1.E,0,0.727993
5bvb__1__1.A__1.E,1,0.692005
5bvb__1__1.A__1.E,2,0.70363
5bvb__1__1.A__1.E,3,0.791855
5bvb__1__1.A__1.E,4,0.708529
5bzb__1__1.C_1.D__1.O,0,2.35976
5bzb__1__1.C_1.D__1.O,1,2.58333
5bzb__1__1.C_1.D__1.O,2,2.2348
5bzb__1__1.C_1.D__1.O,3,1.81562
5bzb__1__1.C_1.D__1.O,4,4.6363
5bzj__1__1.A__1.D_1.E,0,1.69287
5bzj__1__1.A__1.D_1.E,1,1.70101
5bzj__1__1.A__1.D_1.E,2,1.67047
5bzj__1__1.A__1.D_1.E,3,1.61365
5bzj__1__1.A__1.D_1.E,4,1.65913
5bzl__1__1.A__1.D,0,1.00523
5bzl__1__1.A__1.D,1,0.946012
5bzl__1__1.A__1.D,2,2.36259
5bzl__1__1.A__1.D,3,2.68081
5bzl__1__1.A__1.D,4,2.43201
5bzm__1__1.A__1.B,0,0.393169
5bzm__1__1.A__1.B,1,0.255112
5bzm__1__1.A__1.B,2,0.273352
5bzm__1__1.A__1.B,3,0.406144
5bzm__1__1.A__1.B,4,0.302232
5bzn__1__1.A__1.C,0,0.247885
5bzn__1__1.A__1.C,1,0.274695
5bzn__1__1.A__1.C,2,0.27513
5bzn__1__1.A__1.C,3,0.277033
5bzn__1__1.A__1.C,4,0.254305
5bzo__1__1.A__1.B,0,0.320528
5bzo__1__1.A__1.B,1,0.314062
5bzo__1__1.A__1.B,2,0.312178
5bzo__1__1.A__1.B,3,0.854525
5bzo__1__1.A__1.B,4,1.44713
5bzp__1__1.A__1.B,0,0.955348
5bzp__1__1.A__1.B,1,0.889758
5bzp__1__1.A__1.B,2,0.965205
5bzp__1__1.A__1.B,3,0.979496
5bzp__1__1.A__1.B,4,0.864079
5bzq__1__1.A__1.B,0,2.50789
5bzq__1__1.A__1.B,1,1.39377
5bzq__1__1.A__1.B,2,0.572166
5bzq__1__1.A__1.B,3,1.44657
5bzq__1__1.A__1.B,4,0.529499
5bzt__1__1.A__1.D,0,1.56143
5bzt__1__1.A__1.D,1,1.51442
5bzt__1__1.A__1.D,2,1.41471
5bzt__1__1.A__1.D,3,1.57357
5bzt__1__1.A__1.D,4,1.27301
5cdo__1__1.A_1.C_1.D__1.W,0,90.5965
5cdo__1__1.A_1.C_1.D__1.W,1,55.6949
5cdo__1__1.A_1.C_1.D__1.W,2,54.9649
5cdo__1__1.A_1.C_1.D__1.W,3,51.7382
5cdo__1__1.A_1.C_1.D__1.W,4,49.5018
5dqe__2__1.B__1.E,0,18.5702
5dqe__2__1.B__1.E,1,18.4648
5dqe__2__1.B__1.E,2,18.2772
5dqe__2__1.B__1.E,3,18.4062
5dqe__2__1.B__1.E,4,18.3254
5dw5__1__1.B__1.K,0,1.23748
5dw5__1__1.B__1.K,1,1.1962
5dw5__1__1.B__1.K,2,1.31819
5dw5__1__1.B__1.K,3,0.875769
5dw5__1__1.B__1.K,4,0.875831
5dw6__1__1.B__1.L,0,1.1143
5dw6__1__1.B__1.L,1,1.06874
5dw6__1__1.B__1.L,2,0.933841
5dw6__1__1.B__1.L,3,0.832389
5dw6__1__1.B__1.L,4,1.26114
5e62__2__2.C_2.D_3.D__3.N,0,28.596
5e62__2__2.C_2.D_3.D__3.N,1,71.5723
5e62__2__2.C_2.D_3.D__3.N,2,76.2956
5e62__2__2.C_2.D_3.D__3.N,3,65.3483
5e62__2__2.C_2.D_3.D__3.N,4,73.639
5e64__1__1.A_1.B_2.B__2.H,0,70.9662
5e64__1__1.A_1.B_2.B__2.H,1,79.7591
5e64__1__1.A_1.B_2.B__2.H,2,11.4483
5e64__1__1.A_1.B_2.B__2.H,3,80.2074
5e64__1__1.A_1.B_2.B__2.H,4,68.8033
5e6m__1__1.B__1.G,0,1.05117
5e6m__1__1.B__1.G,1,1.01483
5e6m__1__1.B__1.G,2,1.11285
5e6m__1__1.B__1.G,3,1.06874
5e6m__1__1.B__1.G,4,1.06869
5ebb__2__1.B__1.N,0,23.9092
5ebb__2__1.B__1.N,1,23.1027
5ebb__2__1.B__1.N,2,23.8381
5ebb__2__1.B__1.N,3,24.103
5ebb__2__1.B__1.N,4,23.3382
5el2__1__1.A__1.E,0,0.621791
5el2__1__1.A__1.E,1,2.87791
5el2__1__1.A__1.E,2,9.11981
5el2__1__1.A__1.E,3,11.8074
5el2__1__1.A__1.E,4,12.0156
5eno__1__1.C__1.G,0,1.7845
5eno__1__1.C__1.G,1,1.5154
5eno__1__1.C__1.G,2,1.50514
5eno__1__1.C__1.G,3,1.42203
5eno__1__1.C__1.G,4,1.50494
5enr__1__1.C__1.G,0,1.2073
5enr__1__1.C__1.G,1,1.22795
5enr__1__1.C__1.G,2,1.60005
5enr__1__1.C__1.G,3,0.945292
5enr__1__1.C__1.G,4,1.26321
5eq9__1__1.A__1.E,0,3.28759
5eq9__1__1.A__1.E,1,0.738423
5eq9__1__1.A__1.E,2,0.669367
5eq9__1__1.A__1.E,3,0.590762
5eq9__1__1.A__1.E,4,0.439561
5eqe__1__1.A__1.C,0,1.07457
5eqe__1__1.A__1.C,1,1.03395
5eqe__1__1.A__1.C,2,1.85582
5eqe__1__1.A__1.C,3,1.79528
5eqe__1__1.A__1.C,4,1.87791
5erd__1__1.B__1.H,0,48.3141
5erd__1__1.B__1.H,1,44.3214
5erd__1__1.B__1.H,2,41.8057
5erd__1__1.B__1.H,3,47.6152
5erd__1__1.B__1.H,4,46.563
5ers__1__1.A_2.A__2.B_2.C,0,56.2525
5ers__1__1.A_2.A__2.B_2.C,1,56.1634
5ers__1__1.A_2.A__2.B_2.C,2,56.2674
5ers__1__1.A_2.A__2.B_2.C,3,56.6968
5ers__1__1.A_2.A__2.B_2.C,4,56.2391
5erv__1__1.A_2.A__1.B_1.C_1.O,0,0.692359
5erv__1__1.A_2.A__1.B_1.C_1.O,1,0.797945
5erv__1__1.A_2.A__1.B_1.C_1.O,2,0.91583
5erv__1__1.A_2.A__1.B_1.C_1.O,3,0.882823
5erv__1__1.A_2.A__1.B_1.C_1.O,4,1.00548
5etl__1__1.A__1.J,0,2.44273
5etl__1__1.A__1.J,1,2.46508
5etl__1__1.A__1.J,2,2.42765
5etl__1__1.A__1.J,3,2.40892
5etl__1__1.A__1.J,4,2.47126
5ezv__1__1.E__1.K_1.L,0,7.92775
5ezv__1__1.E__1.K_1.L,1,7.54839
5ezv__1__1.E__1.K_1.L,2,7.52317
5ezv__1__1.E__1.K_1.L,3,7.92456
5ezv__1__1.E__1.K_1.L,4,7.51328
5f5x__1__1.A__1.C,0,0.821982
5f5x__1__1.A__1.C,1,0.855366
5f5x__1__1.A__1.C,2,0.856959
5f5x__1__1.A__1.C,3,0.884188
5f5x__1__1.A__1.C,4,0.900576
5f9t__2__1.B__1.G,0,34.5077
5f9t__2__1.B__1.G,1,34.6255
5f9t__2__1.B__1.G,2,34.5568
5f9t__2__1.B__1.G,3,34.5214
5f9t__2__1.B__1.G,4,34.5861
5fa1__1__1.B__1.D,0,0.569976
5fa1__1__1.B__1.D,1,0.479185
5fa1__1__1.B__1.D,2,0.435493
5fa1__1__1.B__1.D,3,0.329836
5fa1__1__1.B__1.D,4,0.435517
5fbc__1__1.A__1.E,0,23.6402
5fbc__1__1.A__1.E,1,23.5706
5fbc__1__1.A__1.E,2,23.5528
5fbc__1__1.A__1.E,3,23.4651
5fbc__1__1.A__1.E,4,23.6759
5fli__2__1.F__1.W_1.X,0,0.199327
5fli__2__1.F__1.W_1.X,1,0.259828
5fli__2__1.F__1.W_1.X,2,0.242533
5fli__2__1.F__1.W_1.X,3,0.22974
5fli__2__1.F__1.W_1.X,4,0.202314
5fog__3__1.D__1.M,0,0.52931
5fog__3__1.D__1.M,1,0.556535
5fog__3__1.D__1.M,2,0.581974
5fog__3__1.D__1.M,3,0.561349
5fog__3__1.D__1.M,4,0.560349
5fra__4__1.D__1.L,0,0.567239
5fra__4__1.D__1.L,1,0.538184
5fra__4__1.D__1.L,2,0.610839
5fra__4__1.D__1.L,3,0.532347
5fra__4__1.D__1.L,4,0.491727
5fsc__1__2.A__2.D,0,0.947986
5fsc__1__2.A__2.D,1,0.996117
5fsc__1__2.A__2.D,2,20.0031
5fsc__1__2.A__2.D,3,20.1168
5fsc__1__2.A__2.D,4,20.1167
5fuy__1__1.B__1.J_1.K,0,0.602039
5fuy__1__1.B__1.J_1.K,1,0.627028
5fuy__1__1.B__1.J_1.K,2,0.606868
5fuy__1__1.B__1.J_1.K,3,0.602493
5fuy__1__1.B__1.J_1.K,4,0.643696
5h41__1__1.A__1.C_1.E_1.F,0,7.15008
5h41__1__1.A__1.C_1.E_1.F,1,6.78052
5h41__1__1.A__1.C_1.E_1.F,2,6.90625
5h41__1__1.A__1.C_1.E_1.F,3,6.84529
5h41__1__1.A__1.C_1.E_1.F,4,6.71255
5h42__1__1.A__1.C,0,0.838602
5h42__1__1.A__1.C,1,0.838632
5h42__1__1.A__1.C,2,1.06875
5h42__1__1.A__1.C,3,0.609697
5h42__1__1.A__1.C,4,0.822878
5h47__10__1.J__1.PB,0,1.07356
5h47__10__1.J__1.PB,1,1.01835
5h47__10__1.J__1.PB,2,0.689485
5h47__10__1.J__1.PB,3,0.765931
5h47__10__1.J__1.PB,4,1.13538
5h4j__1__1.A_2.A__2.B,0,27.7686
5h4j__1__1.A_2.A__2.B,1,27.6392
5h4j__1__1.A_2.A__2.B,2,27.6518
5h4j__1__1.A_2.A__2.B,3,27.7392
5h4j__1__1.A_2.A__2.B,4,27.6723
5hmw__1__1.A__1.D,0,0.598407
5hmw__1__1.A__1.D,1,0.770325
5hmw__1__1.A__1.D,2,0.659995
5hmw__1__1.A__1.D,3,0.460479
5hmw__1__1.A__1.D,4,0.581183
5hmx__1__1.A__1.D,0,0.872952
5hmx__1__1.A__1.D,1,0.874311
5hmx__1__1.A__1.D,2,0.546049
5hmx__1__1.A__1.D,3,0.560764
5hmx__1__1.A__1.D,4,0.798163
5hmy__1__1.A__1.D,0,0.80143
5hmy__1__1.A__1.D,1,0.604265
5hmy__1__1.A__1.D,2,0.55503
5hmy__1__1.A__1.D,3,0.584273
5hmy__1__1.A__1.D,4,0.768198
5hmz__1__1.A__1.D,0,0.603999
5hmz__1__1.A__1.D,1,0.656114
5hmz__1__1.A__1.D,2,1.17162
5hmz__1__1.A__1.D,3,1.20782
5hmz__1__1.A__1.D,4,0.552834
5hvh__1__1.A__1.E,0,31.9546
5hvh__1__1.A__1.E,1,31.723
5hvh__1__1.A__1.E,2,31.6927
5hvh__1__1.A__1.E,3,31.5224
5hvh__1__1.A__1.E,4,31.7812
5i3q__1__1.A__1.D,0,1.94814
5i3q__1__1.A__1.D,1,1.9874
5i3q__1__1.A__1.D,2,2.35327
5i3q__1__1.A__1.D,3,1.96594
5i3q__1__1.A__1.D,4,2.1341
5id7__1__1.A__1.D,0,25.7231
5id7__1__1.A__1.D,1,22.9207
5id7__1__1.A__1.D,2,23.8592
5id7__1__1.A__1.D,3,42.3664
5id7__1__1.A__1.D,4,22.2193
5j1x__1__1.A__1.E,0,1.1543
5j1x__1__1.A__1.E,1,1.0191
5j1x__1__1.A__1.E,2,1.04156
5j1x__1__1.A__1.E,3,0.94003
5j1x__1__1.A__1.E,4,0.881464
5j3z__2__1.B__1.S,0,5.95359
5j3z__2__1.B__1.S,1,5.91109
5j3z__2__1.B__1.S,2,5.65071
5j3z__2__1.B__1.S,3,5.86003
5j3z__2__1.B__1.S,4,5.85279
5j61__3__1.E_1.F__1.M,0,0.598219
5j61__3__1.E_1.F__1.M,1,0.572747
5j61__3__1.E_1.F__1.M,2,0.583843
5j61__3__1.E_1.F__1.M,3,0.568489
5j61__3__1.E_1.F__1.M,4,0.583987
5jau__1__1.A__1.E,0,0.661185
5jau__1__1.A__1.E,1,0.584103
5jau__1__1.A__1.E,2,0.580018
5jau__1__1.A__1.E,3,0.585491
5jau__1__1.A__1.E,4,0.518985
5jgq__2__1.B__1.D,0,2.70634
5jgq__2__1.B__1.D,1,2.80555
5jgq__2__1.B__1.D,2,3.02983
5jgq__2__1.B__1.D,3,2.61288
5jgq__2__1.B__1.D,4,2.46596
5jjr__1__1.A__1.E,0,1.90796
5jjr__1__1.A__1.E,1,1.61417
5jjr__1__1.A__1.E,2,1.78407
5jjr__1__1.A__1.E,3,1.85092
5jjr__1__1.A__1.E,4,1.89902
5jmy__2__1.B__1.M_1.N,0,0.681383
5jmy__2__1.B__1.M_1.N,1,0.64085
5jmy__2__1.B__1.M_1.N,2,0.809463
5jmy__2__1.B__1.M_1.N,3,0.689115
5jmy__2__1.B__1.M_1.N,4,0.852816
5jqw__1__1.A__1.B,0,0.819631
5jqw__1__1.A__1.B,1,0.882492
5jqw__1__1.A__1.B,2,0.789739
5jqw__1__1.A__1.B,3,0.67011
5jqw__1__1.A__1.B,4,0.745744
5k5m__1__1.A__1.D,0,2.33503
5k5m__1__1.A__1.D,1,1.88875
5k5m__1__1.A__1.D,2,2.42169
5k5m__1__1.A__1.D,3,2.09307
5k5m__1__1.A__1.D,4,2.27389
5kv8__1__1.B__1.S,0,0.34745
5kv8__1__1.B__1.S,1,0.348058
5kv8__1__1.B__1.S,2,0.271888
5kv8__1__1.B__1.S,3,0.351593
5kv8__1__1.B__1.S,4,0.396597
5l58__1__1.A_2.A__1.C_2.C,0,5.07992
5l58__1__1.A_2.A__1.C_2.C,1,4.87463
5l58__1__1.A_2.A__1.C_2.C,2,5.25152
5l58__1__1.A_2.A__1.C_2.C,3,5.12236
5l58__1__1.A_2.A__1.C_2.C,4,5.5022
5l6v__4__1.N_1.P__1.OA,0,34.7147
5l6v__4__1.N_1.P__1.OA,1,35.2902
5l6v__4__1.N_1.P__1.OA,2,34.3499
5l6v__4__1.N_1.P__1.OA,3,34.6572
5l6v__4__1.N_1.P__1.OA,4,34.6206
5la4__1__1.A__1.E,0,28.8146
5la4__1__1.A__1.E,1,28.6617
5la4__1__1.A__1.E,2,28.7694
5la4__1__1.A__1.E,3,28.7624
5la4__1__1.A__1.E,4,28.8058
5la7__1__1.A__1.D,0,28.65
5la7__1__1.A__1.D,1,28.6848
5la7__1__1.A__1.D,2,28.7639
5la7__1__1.A__1.D,3,28.7481
5la7__1__1.A__1.D,4,28.7069
5lnr__1__3.A_3.D__3.N,0,28.1702
5lnr__1__3.A_3.D__3.N,1,28.1811
5lnr__1__3.A_3.D__3.N,2,28.0917
5lnr__1__3.A_3.D__3.N,3,27.7422
5lnr__1__3.A_3.D__3.N,4,27.851
5lrr__1__1.B__1.L,0,2.4624
5lrr__1__1.B__1.L,1,6.46691
5lrr__1__1.B__1.L,2,6.89932
5lrr__1__1.B__1.L,3,2.04525
5lrr__1__1.B__1.L,4,2.54268
5lx6__1__1.A__1.C,0,1.27348
5lx6__1__1.A__1.C,1,0.657682
5lx6__1__1.A__1.C,2,1.10529
5lx6__1__1.A__1.C,3,1.1056
5lx6__1__1.A__1.C,4,1.03853
