rmsd_≤_2å,mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,molecular_formula,molecular_bonds,tetrahedral_chirality,double_bond_stereochemistry,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,rmsd,pb_valid,method,post-processing,dataset,docked_ligand_successfully_loaded,method_category,method_assignment_index,rmsd_within_threshold,rmsd_within_threshold_and_pb_valid,RMSD ≤ 2 Å & PB-Valid,RMSD ≤ 2 Å
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.9145692702299417,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8.929415270889802,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,14.048636781206085,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,9.549167193006936,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,14.04802450524628,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,41.246186486752926,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,9.503754256432911,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.1608311677414596,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,9.18757376841133,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.664879622668205,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,67.56940470434826,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,45.51986766285111,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8.61630670381955,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.290687240990655,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.966919586834037,False,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,14.638720841815903,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22.95497606075859,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,14.434892377582209,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.715957460259831,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,10.007177918160258,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,9.176066824444266,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,35.76577204387928,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,13.983971240061145,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.627762700850663,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.512854736749234,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,39.92785950148555,True,DiffDock-L-Vina,none,Posebusters Benchmark set,True,Conventional blind,6,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.306929883821798,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,0.6626978104686931,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.3616120309246027,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.7635975571707254,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,0.8162320386800205,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.4820661979635013,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,31.76876737976589,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,5.667075253724738,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.30594325507344,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.781106251480688,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.6671915567011721,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,10.016823784146702,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.927043070621396,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,8.787783420064159,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,9.139515557464897,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.5271772834462977,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,8.931449814853023,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,9.461087741468456,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,31.52702666981736,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,24.29509310948174,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.120206189337089,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,13.13693502880756,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.3492475208977965,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.7177682745390404,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,38.12096992433833,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.695162774861657,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.3521077046596537,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,11.095424058412547,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.730931978761196,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,36.06048633362241,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.734720229105436,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.9892736281598635,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,19.01305549440524,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.015305290896378,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,7.562055893968252,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,36.04130296965784,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,16.72000933230176,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.807898053430989,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.6287851119420689,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,17.941637484610112,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.2097404114858943,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.805790189036605,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.7567129693615672,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,19.027641172179205,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21.321185661321596,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,34.17930213547049,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.155573956496899,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.265595660348615,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,6.439213772474016,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,44.61328178790109,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.636826979718796,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,15.685694183522768,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.2200659980826525,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,17.90807224698776,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.002661851440124,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,5.795721025032174,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,20.133071652156545,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,19.529559594766997,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.573242322310445,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.084518494571912,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,14.265413619530852,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.680022285008446,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,True,1,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.7528138435356165,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,True,1,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.9418063822251368,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,1.7636170736585648,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2.6634802279652665,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,0.856628611872873,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,22.73162023415841,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,39.1080786391072,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,9.83339306077906,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.473088467710757,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.063893633875026,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,30.77665099714392,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,32.82719759849007,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,7.863666213871352,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,9.623630691505491,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.887360224847809,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.3696938509730696,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,10.29551503615421,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,20.923095475378837,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,42.00919675622628,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,23.31239993402848,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.962498526504119,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,10.53866315430947,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,11.820834304257795,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,32.184654434617045,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,52.7657724876322,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,17.417901374122216,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.311507913460135,True,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,23.360720468705587,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.8248829291724948,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.320517789597653,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,20.47589379283397,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,10.798769681058369,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,29.37770778480513,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,6.906039098292367,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,24.454577228840098,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.6907299159747335,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,33.22628194336526,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.022626123972192,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.8969207681354,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.818425123311649,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.051944319141956,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,22.986961532989582,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,0.9601223339092932,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.0767333811406146,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.623979192751629,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,7.405884869065017,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,25.703748110288178,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.787164654230292,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,51.2102214656674,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.1730877930819066,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,17.652913551394285,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.831979027295954,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,20.023061739737344,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,13.815257857483154,False,Ensemble (Con),none,Posebusters Benchmark set,True,Hybrid blind,7,False,False,0,0
